Sonde serial number                          	N4620333
Balloon release date and time                	2020-11-09T03:21:03
Sonde type                                   	RS41-SGP

   n AscRate HeightMSL      P Temp    RH  Dewp Dir Speed  VirT       Lat        Lon  MixR CompRng CompAz
         m/s         m    hPa   °C     %    °C   °   m/s     K         °          °  g/kg       m      °
1245     3.7      5372  535.0 -3.5  36.2 -16.4 236  13.0 269.9 25.039159 121.564313  1.97    3727     43
1246     3.9      5376  534.7 -3.6  35.7 -16.6 237  12.9 269.9 25.039217 121.564415  1.94    3739     43
1247     3.2      5379  534.5 -3.6  35.1 -16.8 237  12.9 269.9 25.039275 121.564515  1.90    3750     43
1248     4.0      5383  534.2 -3.6  34.4 -17.1 237  12.9 269.8 25.039333 121.564616  1.87    3762     43
1249     4.5      5388  534.0 -3.6  33.8 -17.3 237  12.9 269.8 25.039391 121.564716  1.83    3774     43
1250     3.8      5392  533.7 -3.7  33.1 -17.6 237  12.9 269.8 25.039448 121.564815  1.79    3785     43
1251     3.4      5395  533.5 -3.7  32.2 -17.9 237  12.9 269.7 25.039505 121.564915  1.74    3797     43
1252     3.6      5399  533.2 -3.7  31.1 -18.4 237  12.9 269.7 25.039562 121.565013  1.68    3808     43
1253     3.0      5402  533.0 -3.7  30.2 -18.7 237  12.9 269.7 25.039618 121.565111  1.63    3819     43
1254     3.9      5405  532.7 -3.8  29.9 -18.9 237  12.8 269.7 25.039675 121.565209  1.61    3831     43
1255     3.2      5409  532.5 -3.8  29.8 -18.9 237  12.8 269.6 25.039731 121.565306  1.60    3842     43
1256     3.5      5412  532.2 -3.8  29.8 -19.0 237  12.8 269.6 25.039786 121.565403  1.60    3853     44
1257     4.5      5417  532.0 -3.8  29.6 -19.1 237  12.8 269.6 25.039842 121.565499  1.58    3864     44
1258     4.1      5421  531.7 -3.9  29.4 -19.2 237  12.8 269.6 25.039897 121.565595  1.57    3875     44
1259     3.6      5424  531.5 -3.9  29.3 -19.2 237  12.8 269.5 25.039952 121.565690  1.56    3886     44
1260     3.1      5427  531.2 -3.9  29.3 -19.2 237  12.8 269.5 25.040006 121.565785  1.56    3897     44
1261     4.2      5432  531.0 -3.9  29.5 -19.2 238  12.8 269.5 25.040061 121.565879  1.57    3908     44
1262     3.2      5435  530.7 -4.0  29.8 -19.1 238  12.8 269.5 25.040115 121.565973  1.58    3919     44
1263     4.0      5439  530.5 -4.0  29.7 -19.1 238  12.8 269.4 25.040168 121.566066  1.58    3930     44
1264     3.6      5442  530.2 -4.0  29.4 -19.3 238  12.7 269.4 25.040222 121.566159  1.56    3941     44
1265     4.4      5447  530.0 -4.0  29.1 -19.4 238  12.7 269.4 25.040275 121.566251  1.54    3951     44
1266     4.2      5451  529.7 -4.1  29.2 -19.4 238  12.7 269.3 25.040327 121.566342  1.54    3962     44
1267     3.8      5455  529.4 -4.1  29.6 -19.3 238  12.7 269.3 25.040380 121.566433  1.56    3973     44
1268     2.8      5457  529.2 -4.1  29.6 -19.3 238  12.7 269.3 25.040431 121.566523  1.56    3983     44
1269     4.4      5462  528.9 -4.1  29.1 -19.5 238  12.7 269.3 25.040483 121.566613  1.53    3994     44
1270     3.8      5466  528.7 -4.2  28.4 -19.8 238  12.7 269.2 25.040537 121.566704  1.49    4004     44
1271     3.5      5469  528.5 -4.2  28.2 -19.9 238  12.7 269.2 25.040593 121.566797  1.48    4015     44
1272     3.3      5473  528.2 -4.2  28.3 -19.9 238  12.7 269.2 25.040653 121.566894  1.48    4027     44
1273     3.1      5476  528.0 -4.2  28.4 -19.9 238  12.7 269.2 25.040716 121.566995  1.49    4039     44
1274     4.1      5480  527.7 -4.2  28.2 -20.0 238  12.7 269.2 25.040782 121.567100  1.48    4052     44
1275     3.6      5483  527.5 -4.3  28.2 -20.0 238  12.7 269.1 25.040844 121.567209  1.48    4064     44
1276     3.7      5487  527.2 -4.3  28.3 -20.0 238  12.7 269.1 25.040887 121.567320  1.48    4075     44
1277     3.5      5490  527.0 -4.3  28.4 -19.9 238  12.7 269.1 25.040925 121.567429  1.48    4086     44
1278     4.2      5495  526.7 -4.3  28.5 -19.9 238  12.7 269.1 25.040977 121.567534  1.49    4098     44
1279     3.9      5499  526.5 -4.4  28.8 -19.9 238  12.7 269.0 25.041039 121.567638  1.50    4110     44
1280     3.7      5502  526.2 -4.4  29.0 -19.8 238  12.7 269.0 25.041096 121.567741  1.51    4122     45
1281     3.9      5506  526.0 -4.4  29.3 -19.7 239  12.7 269.0 25.041155 121.567848  1.52    4134     45
1282     4.1      5510  525.7 -4.4  29.4 -19.6 239  12.7 269.0 25.041212 121.567958  1.52    4146     45
1283     3.8      5514  525.5 -4.4  29.3 -19.7 239  12.7 269.0 25.041268 121.568071  1.52    4159     45
1284     3.1      5517  525.2 -4.5  29.0 -19.8 239  12.7 268.9 25.041324 121.568185  1.50    4171     45
1285     4.2      5521  525.0 -4.5  28.8 -19.9 239  12.7 268.9 25.041380 121.568300  1.49    4184     45
1286     3.6      5525  524.7 -4.5  28.9 -20.0 239  12.7 268.9 25.041448 121.568418  1.49    4198     45
1287     3.3      5528  524.5 -4.5  29.1 -19.9 239  12.7 268.9 25.041517 121.568535  1.50    4211     45
1288     4.4      5533  524.2 -4.6  30.1 -19.5 239  12.7 268.8 25.041586 121.568653  1.55    4225     45
1289     3.6      5536  524.0 -4.6  31.9 -18.8 239  12.8 268.8 25.041655 121.568770  1.64    4239     45
1290     4.0      5540  523.7 -4.6  32.9 -18.5 239  12.8 268.8 25.041724 121.568888  1.69    4253     45
1291     4.0      5544  523.5 -4.6  32.6 -18.6 239  12.8 268.8 25.041793 121.569005  1.68    4267     45
1292     3.2      5547  523.2 -4.6  31.9 -18.8 239  12.8 268.8 25.041862 121.569123  1.64    4280     45
1293     3.4      5551  523.0 -4.6  31.4 -19.0 239  12.9 268.8 25.041931 121.569240  1.62    4294     45
1294     3.9      5555  522.7 -4.6  31.1 -19.1 239  12.9 268.8 25.042000 121.569358  1.60    4308     45
1295     3.5      5558  522.5 -4.6  30.7 -19.3 239  12.9 268.8 25.042069 121.569476  1.58    4322     45
1296     3.1      5561  522.2 -4.6  29.8 -19.6 239  12.9 268.8 25.042139 121.569593  1.54    4336     45
1297     4.5      5566  522.0 -4.5  28.9 -20.0 239  13.0 268.9 25.042208 121.569711  1.49    4350     45
1298     3.8      5570  521.8 -4.5  28.3 -20.2 239  13.0 268.9 25.042277 121.569828  1.47    4363     45
1299     4.3      5574  521.5 -4.5  27.9 -20.3 239  13.0 268.9 25.042346 121.569946  1.45    4377     45
1300     2.9      5577  521.3 -4.5  27.6 -20.4 239  13.1 268.9 25.042415 121.570063  1.44    4391     45
1301     3.2      5580  521.0 -4.5  27.3 -20.5 239  13.1 268.9 25.042484 121.570181  1.42    4405     45
1302     3.6      5584  520.8 -4.5  27.0 -20.7 239  13.1 268.9 25.042553 121.570299  1.41    4419     45
1303     3.9      5587  520.6 -4.5  26.5 -20.9 239  13.1 268.9 25.042622 121.570416  1.38    4433     45
1304     3.2      5591  520.3 -4.4  25.9 -21.1 239  13.2 268.9 25.042691 121.570534  1.35    4446     46
1305     4.0      5595  520.1 -4.4  25.2 -21.4 239  13.2 269.0 25.042760 121.570652  1.32    4460     46
1306     3.4      5598  519.8 -4.3  24.3 -21.8 239  13.2 269.0 25.042829 121.570769  1.28    4474     46
1307     4.2      5602  519.6 -4.3  23.2 -22.3 239  13.2 269.1 25.042898 121.570887  1.23    4488     46
1308     3.9      5606  519.3 -4.2  22.0 -22.8 239  13.3 269.1 25.042967 121.571005  1.17    4502     46
1309     4.4      5611  519.1 -4.1  21.0 -23.2 239  13.3 269.2 25.043036 121.571123  1.13    4516     46
1310     3.6      5614  518.8 -4.1  20.7 -23.4 239  13.3 269.2 25.043104 121.571241  1.11    4530     46
1311     3.3      5618  518.6 -4.1  20.8 -23.3 239  13.4 269.2 25.043173 121.571358  1.12    4543     46
1312     4.8      5622  518.3 -4.1  20.9 -23.3 239  13.4 269.2 25.043242 121.571476  1.13    4557     46
1313     2.5      5625  518.1 -4.1  21.1 -23.2 239  13.4 269.2 25.043311 121.571594  1.13    4571     46
1314     4.2      5629  517.8 -4.1  21.3 -23.1 239  13.4 269.2 25.043380 121.571712  1.15    4585     46
1315     3.5      5633  517.6 -4.1  21.5 -23.0 239  13.5 269.2 25.043449 121.571830  1.16    4599     46
1316     4.3      5637  517.3 -4.2  21.6 -23.0 239  13.5 269.2 25.043518 121.571948  1.16    4613     46
1317     2.9      5640  517.1 -4.2  21.6 -23.0 239  13.5 269.1 25.043586 121.572066  1.16    4627     46
1318     4.0      5644  516.9 -4.2  21.7 -23.0 240  13.5 269.1 25.043655 121.572184  1.16    4641     46
1319     3.7      5647  516.6 -4.3  21.8 -23.0 240  13.6 269.1 25.043724 121.572303  1.16    4654     46
1320     4.4      5652  516.4 -4.3  21.9 -22.9 240  13.6 269.1 25.043793 121.572421  1.17    4668     46
1321     2.4      5654  516.2 -4.3  22.1 -22.8 240  13.6 269.0 25.043861 121.572539  1.18    4682     46
1322     2.9      5657  515.9 -4.4  22.2 -22.8 240  13.6 269.0 25.043930 121.572657  1.18    4696     46
1323     3.9      5661  515.7 -4.4  22.4 -22.8 240  13.7 269.0 25.043999 121.572776  1.18    4710     46
1324     4.0      5665  515.5 -4.4  22.5 -22.7 240  13.7 268.9 25.044067 121.572894  1.19    4724     46
1325     3.2      5668  515.2 -4.4  22.8 -22.6 240  13.7 268.9 25.044136 121.573012  1.20    4738     46
1326     4.1      5672  515.0 -4.5  23.3 -22.3 240  13.7 268.9 25.044205 121.573131  1.23    4752     46
1327     3.5      5676  514.8 -4.5  24.4 -21.8 240  13.8 268.9 25.044273 121.573249  1.29    4766     46
1328     3.6      5679  514.5 -4.5  26.9 -20.7 240  13.8 268.9 25.044342 121.573368  1.42    4780     46
1329     3.9      5683  514.3 -4.4  30.8 -19.1 240  13.8 269.0 25.044410 121.573486  1.63    4794     46
1330     3.4      5687  514.1 -4.4  34.8 -17.7 240  13.9 269.1 25.044479 121.573605  1.85    4807     46
1331     3.5      5690  513.8 -4.4  36.8 -17.0 240  13.9 269.1 25.044547 121.573724  1.96    4821     46
1332     3.1      5693  513.6 -4.4  37.7 -16.6 240  13.9 269.1 25.044616 121.573842  2.01    4835     46
1333     3.4      5697  513.4 -4.4  39.6 -16.1 240  13.9 269.1 25.044684 121.573961  2.12    4849     47
1334     3.8      5701  513.1 -4.3  42.9 -15.1 240  14.0 269.2 25.044753 121.574080  2.29    4863     47
1335     3.6      5704  512.9 -4.3  46.4 -14.1 240  14.0 269.2 25.044821 121.574199  2.49    4877     47
1336     4.0      5708  512.7 -4.3  45.1 -14.4 240  14.0 269.3 25.044889 121.574318  2.43    4891     47
1337     3.2      5711  512.4 -4.2  39.0 -16.1 240  14.0 269.3 25.044958 121.574437  2.11    4905     47
1338     3.6      5715  512.2 -4.2  33.4 -18.0 240  14.1 269.3 25.045026 121.574556  1.81    4919     47
1339     3.5      5718  512.0 -4.2  30.1 -19.1 240  14.1 269.3 25.045094 121.574675  1.64    4933     47
1340     3.8      5722  511.8 -4.1  27.8 -20.0 240  14.1 269.3 25.045162 121.574795  1.51    4947     47
1341     2.7      5725  511.5 -4.1  25.4 -21.1 240  14.1 269.3 25.045231 121.574914  1.39    4961     47
1342     3.6      5728  511.3 -4.1  23.4 -22.0 240  14.2 269.3 25.045299 121.575033  1.28    4975     47
1343     4.2      5733  511.1 -4.1  22.6 -22.4 240  14.2 269.3 25.045367 121.575153  1.24    4989     47
1344     3.4      5736  510.9 -4.1  23.3 -22.0 240  14.2 269.3 25.045435 121.575272  1.28    5003     47
1345     2.7      5739  510.6 -4.1  24.6 -21.4 240  14.2 269.3 25.045503 121.575392  1.35    5017     47
1346     3.4      5742  510.4 -4.1  25.6 -21.0 240  14.3 269.3 25.045571 121.575511  1.40    5031     47
1347     4.0      5746  510.2 -4.1  25.7 -20.9 240  14.3 269.3 25.045639 121.575631  1.41    5045     47
1348     3.0      5749  510.0 -4.1  25.9 -20.8 240  14.3 269.3 25.045707 121.575751  1.42    5059     47
1349     3.3      5752  509.7 -4.1  26.5 -20.6 240  14.3 269.3 25.045775 121.575871  1.45    5073     47
1350     3.8      5756  509.5 -4.1  27.2 -20.3 240  14.4 269.3 25.045843 121.575990  1.49    5087     47
1351     4.4      5761  509.3 -4.1  27.7 -20.1 240  14.4 269.3 25.045911 121.576110  1.52    5101     47
1352     3.9      5765  509.0 -4.2  28.2 -19.9 240  14.4 269.2 25.045978 121.576231  1.54    5115     47
1353     3.6      5768  508.8 -4.2  28.6 -19.7 241  14.4 269.2 25.046046 121.576351  1.56    5129     47
1354     4.0      5772  508.5 -4.2  29.1 -19.6 241  14.4 269.2 25.046114 121.576471  1.58    5143     47
1355     3.2      5775  508.3 -4.2  29.4 -19.5 241  14.5 269.2 25.046181 121.576591  1.60    5157     47
1356     2.7      5778  508.1 -4.2  29.6 -19.4 241  14.5 269.2 25.046249 121.576712  1.61    5171     47
1357     3.4      5781  507.8 -4.3  29.4 -19.5 241  14.5 269.1 25.046317 121.576832  1.60    5185     47
1358     4.5      5786  507.6 -4.3  29.0 -19.7 241  14.5 269.1 25.046384 121.576953  1.57    5199     47
1359     4.4      5790  507.4 -4.3  28.6 -19.9 241  14.6 269.1 25.046452 121.577073  1.55    5213     47
1360     3.6      5794  507.1 -4.4  28.3 -20.0 241  14.6 269.0 25.046519 121.577194  1.53    5227     47
1361     3.5      5797  506.9 -4.4  28.2 -20.1 241  14.6 269.0 25.046586 121.577315  1.52    5241     47
1362     2.7      5800  506.7 -4.4  28.1 -20.2 241  14.6 269.0 25.046654 121.577436  1.51    5255     47
1363     3.5      5804  506.4 -4.4  28.0 -20.2 241  14.7 268.9 25.046721 121.577557  1.50    5269     47
1364     4.4      5808  506.2 -4.5  27.9 -20.3 241  14.7 268.9 25.046788 121.577678  1.49    5283     47
1365     3.2      5811  506.0 -4.5  27.7 -20.4 241  14.7 268.9 25.046856 121.577799  1.48    5297     48
1366     3.9      5815  505.7 -4.5  27.4 -20.5 241  14.7 268.9 25.046923 121.577920  1.47    5311     48
1367     3.5      5819  505.5 -4.6  27.0 -20.8 241  14.8 268.8 25.046990 121.578042  1.44    5325     48
1368     3.7      5822  505.3 -4.6  26.4 -21.0 241  14.8 268.8 25.047057 121.578163  1.40    5339     48
1369     3.3      5826  505.0 -4.6  25.7 -21.3 241  14.8 268.8 25.047124 121.578285  1.37    5353     48
1370     4.1      5830  504.8 -4.6  25.2 -21.6 241  14.8 268.7 25.047191 121.578407  1.34    5368     48
1371     3.5      5833  504.5 -4.7  24.8 -21.8 241  14.8 268.7 25.047258 121.578528  1.32    5382     48
1372     4.4      5838  504.3 -4.7  24.7 -21.9 241  14.9 268.7 25.047325 121.578650  1.31    5396     48
1373     4.4      5842  504.0 -4.7  24.7 -21.9 241  14.9 268.7 25.047392 121.578772  1.31    5410     48
1374     3.6      5846  503.8 -4.7  24.8 -21.9 241  14.9 268.6 25.047458 121.578894  1.31    5424     48
1375     4.2      5850  503.5 -4.8  24.8 -21.9 241  14.9 268.6 25.047525 121.579016  1.31    5438     48
1376     3.8      5854  503.3 -4.8  24.9 -21.9 241  14.9 268.6 25.047592 121.579139  1.31    5452     48
1377     3.2      5857  503.1 -4.8  24.9 -21.9 241  15.0 268.5 25.047658 121.579261  1.31    5466     48
1378     3.0      5860  502.8 -4.9  25.0 -21.9 241  15.0 268.5 25.047725 121.579384  1.31    5480     48
1379     3.7      5864  502.6 -4.9  25.0 -21.9 241  15.0 268.5 25.047791 121.579506  1.31    5495     48
1380     3.2      5867  502.4 -4.9  25.1 -21.9 241  15.0 268.4 25.047858 121.579629  1.31    5509     48
1381     3.9      5871  502.2 -5.0  25.1 -21.9 242  15.1 268.4 25.047924 121.579752  1.31    5523     48
1382     3.8      5875  501.9 -5.0  25.2 -21.9 242  15.1 268.4 25.047991 121.579875  1.31    5537     48
1383     3.4      5878  501.7 -5.0  25.2 -22.0 242  15.1 268.3 25.048057 121.579998  1.31    5551     48
1384     4.3      5882  501.4 -5.1  25.3 -21.9 242  15.1 268.3 25.048123 121.580121  1.31    5565     48
1385     3.5      5886  501.2 -5.1  25.4 -21.9 242  15.1 268.2 25.048189 121.580244  1.31    5580     48
1386     3.8      5890  500.9 -5.2  25.5 -21.9 242  15.2 268.2 25.048255 121.580368  1.31    5594     48
1387     4.5      5894  500.7 -5.2  25.5 -21.9 242  15.2 268.2 25.048321 121.580491  1.31    5608     48
1388     3.8      5898  500.4 -5.2  25.6 -22.0 242  15.2 268.1 25.048387 121.580615  1.31    5622     48
1389     3.3      5901  500.2 -5.3  25.6 -22.0 242  15.2 268.1 25.048453 121.580739  1.31    5636     48
1390     4.5      5906  499.9 -5.3  25.6 -22.0 242  15.2 268.0 25.048519 121.580862  1.30    5651     48
1391     4.2      5910  499.7 -5.4  25.6 -22.0 242  15.3 268.0 25.048585 121.580987  1.30    5665     48
1392     4.2      5914  499.4 -5.4  25.7 -22.1 242  15.3 268.0 25.048651 121.581111  1.30    5679     48
1393     3.2      5917  499.2 -5.4  25.6 -22.1 242  15.3 267.9 25.048716 121.581235  1.30    5693     48
1394     4.1      5921  498.9 -5.5  25.6 -22.1 242  15.3 267.9 25.048782 121.581359  1.29    5707     48
1395     3.9      5925  498.7 -5.5  25.6 -22.2 242  15.3 267.9 25.048847 121.581484  1.29    5722     48
1396     3.5      5929  498.4 -5.5  25.7 -22.2 242  15.4 267.8 25.048913 121.581608  1.29    5736     48
1397     4.2      5933  498.2 -5.6  25.8 -22.2 242  15.4 267.8 25.048978 121.581733  1.29    5750     48
1398     4.7      5938  497.9 -5.6  25.8 -22.2 242  15.4 267.8 25.049044 121.581858  1.29    5764     48
1399     4.6      5942  497.6 -5.6  25.8 -22.2 242  15.4 267.7 25.049109 121.581983  1.29    5779     49
1400     4.3      5947  497.4 -5.7  25.7 -22.3 242  15.4 267.7 25.049174 121.582108  1.28    5793     49
1401     3.6      5950  497.1 -5.7  25.7 -22.3 242  15.4 267.7 25.049239 121.582234  1.28    5807     49
1402     4.0      5954  496.9 -5.7  25.7 -22.3 242  15.5 267.6 25.049304 121.582359  1.28    5821     49
1403     4.1      5958  496.6 -5.8  25.7 -22.4 243  15.5 267.6 25.049369 121.582485  1.28    5836     49
1404     3.7      5962  496.4 -5.8  25.7 -22.4 243  15.5 267.6 25.049434 121.582610  1.27    5850     49
1405     3.8      5966  496.1 -5.8  25.7 -22.4 243  15.5 267.5 25.049499 121.582736  1.27    5864     49
1406     4.1      5970  495.9 -5.9  25.8 -22.4 243  15.5 267.5 25.049564 121.582862  1.27    5879     49
1407     3.7      5974  495.6 -5.9  25.9 -22.4 243  15.6 267.5 25.049629 121.582989  1.27    5893     49
1408     4.6      5978  495.4 -5.9  25.9 -22.4 243  15.6 267.4 25.049693 121.583115  1.27    5907     49
1409     3.2      5981  495.1 -6.0  25.9 -22.4 243  15.6 267.4 25.049758 121.583241  1.27    5922     49
1410     3.8      5985  494.9 -6.0  26.0 -22.5 243  15.6 267.3 25.049822 121.583368  1.27    5936     49
1411     4.3      5989  494.7 -6.1  26.1 -22.5 243  15.6 267.3 25.049887 121.583495  1.27    5950     49
1412     3.5      5993  494.4 -6.1  26.1 -22.5 243  15.6 267.3 25.049951 121.583621  1.27    5965     49
1413     3.6      5997  494.2 -6.1  26.1 -22.5 243  15.7 267.2 25.050015 121.583748  1.27    5979     49
1414     3.1      6000  494.0 -6.2  26.1 -22.5 243  15.7 267.2 25.050080 121.583876  1.26    5993     49
1415     4.1      6004  493.7 -6.2  26.1 -22.6 243  15.7 267.2 25.050144 121.584003  1.26    6008     49
1416     2.9      6007  493.5 -6.2  26.1 -22.6 243  15.7 267.1 25.050208 121.584130  1.26    6022     49
1417     3.9      6011  493.3 -6.2  26.1 -22.6 243  15.7 267.1 25.050272 121.584258  1.26    6036     49
1418     3.9      6014  493.0 -6.3  26.1 -22.6 243  15.7 267.1 25.050335 121.584386  1.26    6051     49
1419     4.3      6019  492.8 -6.3  26.2 -22.6 243  15.7 267.1 25.050399 121.584514  1.26    6065     49
1420     3.5      6022  492.6 -6.3  26.3 -22.6 243  15.8 267.0 25.050463 121.584642  1.26    6080     49
1421     4.0      6026  492.3 -6.4  26.4 -22.6 243  15.8 267.0 25.050527 121.584770  1.26    6094     49
1422     3.5      6030  492.1 -6.4  26.4 -22.6 244  15.8 267.0 25.050590 121.584899  1.26    6109     49
1423     2.9      6033  491.9 -6.4  26.5 -22.6 244  15.8 266.9 25.050654 121.585027  1.26    6123     49
1424     3.6      6036  491.7 -6.5  26.5 -22.6 244  15.8 266.9 25.050717 121.585156  1.26    6137     49
1425     2.6      6039  491.5 -6.5  26.6 -22.6 244  15.8 266.9 25.050780 121.585285  1.26    6152     49
1426     3.3      6042  491.2 -6.5  26.7 -22.6 244  15.9 266.8 25.050844 121.585414  1.26    6166     49
1427     4.4      6046  491.0 -6.6  26.7 -22.6 244  15.9 266.8 25.050907 121.585543  1.26    6181     49
1428     3.7      6050  490.8 -6.6  26.8 -22.6 244  15.9 266.8 25.050970 121.585673  1.26    6195     49
1429     3.9      6054  490.6 -6.6  26.8 -22.6 244  15.9 266.7 25.051033 121.585802  1.26    6210     49
1430     3.5      6058  490.3 -6.7  26.9 -22.6 244  15.9 266.7 25.051096 121.585932  1.26    6224     49
1431     4.0      6062  490.1 -6.7  26.9 -22.7 244  15.9 266.7 25.051159 121.586062  1.26    6239     49
1432     3.8      6065  489.9 -6.7  26.9 -22.7 244  15.9 266.6 25.051221 121.586192  1.26    6253     49
1433     3.1      6069  489.6 -6.8  26.9 -22.7 244  15.9 266.6 25.051284 121.586322  1.26    6268     50
1434     4.0      6072  489.4 -6.8  27.0 -22.7 244  16.0 266.6 25.051346 121.586453  1.26    6282     50
1435     2.3      6075  489.2 -6.8  27.1 -22.7 244  16.0 266.5 25.051409 121.586583  1.26    6297     50
1436     4.1      6079  489.0 -6.9  27.2 -22.7 244  16.0 266.5 25.051471 121.586714  1.26    6311     50
1437     3.8      6083  488.8 -6.9  27.3 -22.7 244  16.0 266.5 25.051533 121.586845  1.26    6326     50
1438     3.6      6086  488.5 -6.9  27.4 -22.6 245  16.0 266.4 25.051596 121.586976  1.26    6341     50
1439     2.7      6089  488.3 -7.0  27.5 -22.7 245  16.0 266.4 25.051658 121.587107  1.26    6355     50
1440     4.3      6093  488.1 -7.0  27.5 -22.7 245  16.0 266.4 25.051720 121.587239  1.26    6370     50
1441     3.8      6097  487.9 -7.0  27.4 -22.8 245  16.0 266.3 25.051782 121.587371  1.25    6384     50
1442     3.4      6100  487.6 -7.1  27.2 -22.9 245  16.1 266.3 25.051843 121.587503  1.24    6399     50
1443     3.7      6104  487.4 -7.1  27.0 -23.0 245  16.1 266.3 25.051905 121.587635  1.23    6413     50
1444     3.9      6108  487.2 -7.1  26.9 -23.0 245  16.1 266.2 25.051967 121.587767  1.23    6428     50
1445     3.9      6112  486.9 -7.1  26.9 -23.0 245  16.1 266.2 25.052028 121.587899  1.23    6443     50
1446     3.3      6115  486.7 -7.2  26.8 -23.1 245  16.1 266.2 25.052090 121.588032  1.22    6457     50
1447     3.5      6119  486.5 -7.2  26.7 -23.2 245  16.1 266.2 25.052151 121.588165  1.21    6472     50
1448     4.1      6123  486.3 -7.2  26.7 -23.2 245  16.1 266.1 25.052212 121.588298  1.21    6487     50
1449     3.5      6126  486.0 -7.2  26.8 -23.2 245  16.1 266.1 25.052274 121.588431  1.21    6501     50
1450     3.4      6130  485.8 -7.3  26.9 -23.2 245  16.1 266.1 25.052335 121.588564  1.22    6516     50
1451     3.9      6134  485.6 -7.3  27.1 -23.1 245  16.1 266.0 25.052396 121.588698  1.22    6531     50
1452     3.1      6137  485.4 -7.3  27.4 -23.0 246  16.2 266.0 25.052456 121.588832  1.23    6545     50
1453     4.1      6141  485.1 -7.4  27.5 -23.0 246  16.2 266.0 25.052517 121.588966  1.23    6560     50
1454     4.0      6145  484.9 -7.4  27.4 -23.1 246  16.2 265.9 25.052578 121.589100  1.23    6575     50
1455     3.3      6148  484.7 -7.4  27.3 -23.1 246  16.2 265.9 25.052638 121.589234  1.22    6590     50
1456     3.2      6151  484.5 -7.5  27.3 -23.2 246  16.2 265.9 25.052699 121.589369  1.22    6604     50
1457     3.3      6155  484.3 -7.5  27.4 -23.1 246  16.2 265.9 25.052759 121.589503  1.22    6619     50
1458     3.1      6158  484.0 -7.5  27.5 -23.1 246  16.2 265.8 25.052819 121.589638  1.22    6634     50
1459     3.3      6161  483.8 -7.6  27.4 -23.2 246  16.2 265.8 25.052880 121.589774  1.22    6649     50
1460     4.6      6166  483.6 -7.6  27.2 -23.3 246  16.2 265.8 25.052940 121.589909  1.21    6663     50
1461     3.8      6170  483.4 -7.6  27.0 -23.4 246  16.2 265.7 25.053000 121.590044  1.20    6678     50
1462     2.9      6172  483.1 -7.6  27.0 -23.4 246  16.2 265.7 25.053059 121.590180  1.19    6693     50
1463     4.0      6176  482.9 -7.7  26.9 -23.5 246  16.3 265.7 25.053119 121.590316  1.19    6708     50
1464     3.5      6180  482.7 -7.7  26.9 -23.5 247  16.3 265.7 25.053179 121.590452  1.18    6723     50
1465     3.4      6183  482.5 -7.7  26.9 -23.5 247  16.3 265.6 25.053238 121.590589  1.18    6737     50
1466     3.6      6187  482.2 -7.7  27.0 -23.5 247  16.3 265.6 25.053298 121.590725  1.18    6752     51
1467     2.9      6190  482.0 -7.8  27.0 -23.5 247  16.3 265.6 25.053357 121.590862  1.19    6767     51
1468     4.3      6194  481.8 -7.8  27.1 -23.5 247  16.3 265.6 25.053416 121.590999  1.19    6782     51
1469     4.3      6198  481.6 -7.8  27.3 -23.5 247  16.3 265.5 25.053475 121.591137  1.19    6797     51
1470     4.0      6202  481.3 -7.9  27.4 -23.5 247  16.3 265.5 25.053534 121.591274  1.19    6812     51
1471     3.3      6206  481.1 -7.9  27.6 -23.4 247  16.3 265.5 25.053593 121.591412  1.20    6827     51
1472     3.8      6209  480.9 -7.9  27.9 -23.3 247  16.3 265.4 25.053652 121.591550  1.21    6841     51
1473     3.6      6213  480.6 -7.9  28.4 -23.1 247  16.3 265.4 25.053711 121.591688  1.23    6856     51
1474     3.1      6216  480.4 -8.0  29.1 -22.9 247  16.3 265.4 25.053769 121.591826  1.26    6871     51
1475     4.2      6220  480.2 -8.0  29.9 -22.6 248  16.3 265.4 25.053827 121.591965  1.29    6886     51
1476     4.0      6224  479.9 -8.0  30.7 -22.3 248  16.3 265.4 25.053886 121.592104  1.33    6901     51
1477     3.6      6228  479.7 -8.0  31.6 -22.0 248  16.3 265.3 25.053944 121.592243  1.37    6916     51
1478     4.0      6232  479.5 -8.1  32.5 -21.7 248  16.3 265.3 25.054002 121.592382  1.40    6931     51
1479     3.1      6235  479.3 -8.1  33.1 -21.5 248  16.3 265.3 25.054060 121.592521  1.43    6946     51
1480     3.6      6239  479.0 -8.1  33.6 -21.4 248  16.3 265.3 25.054118 121.592661  1.44    6961     51
1481     3.4      6242  478.8 -8.1  33.8 -21.3 248  16.4 265.2 25.054176 121.592801  1.45    6976     51
1482     4.4      6246  478.6 -8.2  34.1 -21.3 248  16.4 265.2 25.054233 121.592941  1.46    6991     51
1483     3.7      6250  478.4 -8.2  34.2 -21.2 248  16.4 265.2 25.054291 121.593082  1.46    7006     51
1484     3.3      6254  478.1 -8.2  34.1 -21.3 248  16.4 265.2 25.054348 121.593222  1.46    7021     51
1485     3.5      6257  477.9 -8.2  33.6 -21.5 248  16.4 265.2 25.054405 121.593363  1.44    7036     51
1486     4.9      6262  477.7 -8.2  32.8 -21.8 249  16.4 265.1 25.054463 121.593504  1.40    7051     51
